	counts
TAP2	185.0
PSMB8	888.0
PSMB9	342.0
TAP1	447.0
HLA-DMB	387.0
HLA-DMA	299.0
BRD2	406.0
HLA-DOA	60.0
HLA-DPA1	555.0
HLA-DPB1	476.0
COL11A2	14.0
RXRB	466.0
SLC39A7	338.0
HSD17B8	326.0
RING1	348.0
VPS52	69.0
RPS18	30498.0
B3GALT4	82.0
WDR46	210.0
PFDN6	488.0
RGL2	714.0
TAPBP	1053.0
ZBTB22	55.0
DAXX	168.0
SMIM40	0.0
KIFC1	39.0
PHF1	208.0
CUTA	1306.0
SYNGAP1	37.0
ZBTB9	102.0
BAK1	316.0
ITPR3	182.0
UQCC2	1030.0
IP6K3	14.0
LEMD2	155.0
MLN	0.0
GRM4	4.0
HMGA1	362.0
SMIM29	381.0
NUDT3	267.0
RPS10	15531.0
PACSIN1	0.0
SPDEF	7.0
ILRUN	168.0
SNRPC	1263.0
BLTP3A	78.0
TAF11	293.0
ANKS1A	109.0
TCP11	5.0
SCUBE3	2.0
ZNF76	154.0
DEF6	64.0
PPARD	98.0
FANCE	34.0
RPL10A	11930.0
TEAD3	107.0
TULP1	0.0
FKBP5	98.0
ARMC12	4.0
CLPSL2	9.0
CLPSL1	73.0
CLPS	7.0
LHFPL5	0.0
SRPK1	131.0
SLC26A8	3.0
MAPK14	353.0
MAPK13	161.0
BRPF3	220.0
PNPLA1	0.0
BNIP5	0.0
ETV7	17.0
PXT1	0.0
KCTD20	210.0
STK38	170.0
SRSF3	1232.0
CDKN1A	295.0
RAB44	1.0
CPNE5	13.0
PPIL1	203.0
C6orf89	283.0
PI16	0.0
MTCH1	922.0
FGD2	7.0
PIM1	115.0
TMEM217	5.0
TMEM217B	0.0
TBC1D22B	48.0
RNF8	87.0
CMTR1	166.0
CCDC167	628.0
MDGA1	8.0
ZFAND3	489.0
BTBD9	28.0
GLO1	767.0
DNAH8	0.0
GLP1R	3.0
SAYSD1	127.0
KCNK5	86.0
KCNK17	1.0
KCNK16	0.0
KIF6	16.0
DAAM2	77.0
MOCS1	29.0
LRFN2	0.0
UNC5CL	24.0
OARD1	169.0
TSPO2	0.0
APOBEC2	0.0
NFYA	107.0
TREML1	3.0
TREM2	122.0
TREML2	18.0
TREML4	0.0
TREM1	112.0
NCR2	0.0
FOXP4	141.0
MDFI	83.0
TFEB	100.0
PGC	0.0
FRS3	12.0
PRICKLE4	2.0
TOMM6	1461.0
USP49	12.0
MED20	136.0
BYSL	102.0
CCND3	228.0
TAF8	121.0
C6orf132	252.0
GUCA1ANB	0.0
GUCA1A	1.0
GUCA1B	18.0
MRPS10	245.0
TRERF1	37.0
UBR2	235.0
PRPH2	12.0
TBCC	377.0
BICRAL	58.0
RPL7L1	411.0
C6orf226	145.0
PTCRA	0.0
CNPY3	330.0
GNMT	3.0
PEX6	146.0
PPP2R5D	135.0
MEA1	502.0
KLHDC3	440.0
RRP36	261.0
CUL7	237.0
KLC4	83.0
MRPL2	207.0
PTK7	560.0
SRF	152.0
CUL9	150.0
DNPH1	812.0
TTBK1	2.0
SLC22A7	0.0
CRIP3	0.0
ZNF318	84.0
ABCC10	67.0
DLK2	2.0
TJAP1	84.0
LRRC73	16.0
POLR1C	185.0
YIPF3	429.0
XPO5	130.0
POLH	76.0
GTPBP2	128.0
MAD2L1BP	151.0
RSPH9	5.0
MRPS18A	503.0
VEGFA	1548.0
MRPL14	1537.0
TMEM63B	152.0
CAPN11	1.0
MYMX	1.0
SLC29A1	110.0
HSP90AB1	3719.0
SLC35B2	372.0
NFKBIE	166.0
TMEM151B	0.0
TCTE1	1.0
AARS2	97.0
SPATS1	0.0
CDC5L	218.0
SUPT3H	53.0
RUNX2	158.0
CLIC5	611.0
ENPP4	238.0
ENPP5	220.0
RCAN2	49.0
CYP39A1	34.0
SLC25A27	38.0
TDRD6	17.0
PLA2G7	28.0
ANKRD66	0.0
MEP1A	0.0
ADGRF5	117.0
ADGRF1	27.0
TNFRSF21	117.0
CD2AP	661.0
ADGRF4	10.0
OPN5	0.0
PTCHD4	24.0
MMUT	172.0
CENPQ	36.0
GLYATL3	0.0
C6orf141	0.0
RHAG	0.0
CRISP2	0.0
CRISP3	0.0
PGK2	1.0
CRISP1	0.0
DEFB114	0.0
DEFB113	0.0
DEFB110	0.0
DEFB112	0.0
TFAP2D	0.0
TFAP2B	0.0
PKHD1	2.0
IL17A	0.0
IL17F	0.0
MCM3	329.0
PAQR8	26.0
EFHC1	180.0
TRAM2	87.0
TMEM14A	584.0
GSTA2	0.0
GSTA1	3.0
GSTA5	0.0
GSTA3	1.0
GSTA4	64.0
CILK1	104.0
ENSG00000288614	0.0
FBXO9	377.0
ENSG00000288646	0.0
GCM1	0.0
ELOVL5	377.0
GCLC	150.0
KLHL31	4.0
LRRC1	113.0
MLIP	5.0
TINAG	0.0
FAM83B	1.0
HCRTR2	0.0
GFRAL	0.0
HMGCLL1	0.0
BMP5	0.0
COL21A1	6.0
DST	166.0
BEND6	14.0
KIAA1586	47.0
ZNF451	221.0
BAG2	79.0
RAB23	85.0
PRIM2	49.0
KHDRBS2	0.0
FKBP1C	1.0
LGSN	44.0
PTP4A1	0.0
ENSG00000285976	0.0
PHF3	256.0
EYS	2.0
ZC3H11C	1.0
ADGRB3	0.0
ENSG00000288712	0.0
LMBRD1	411.0
COL19A1	2.0
COL9A1	240.0
FAM135A	73.0
SDHAF4	154.0
SMAP1	170.0
B3GAT2	4.0
OGFRL1	146.0
RIMS1	3.0
KCNQ5	5.0
KHDC1L	2.0
KHDC1	36.0
DPPA5	0.0
KHDC3L	0.0
OOEP	0.0
DDX43	0.0
CGAS	48.0
MTO1	103.0
EEF1A1	36863.0
SLC17A5	152.0
CD109	285.0
COL12A1	1496.0
COX7A2	6240.0
TMEM30A	854.0
FILIP1	28.0
SENP6	339.0
MYO6	173.0
IMPG1	0.0
HTR1B	0.0
MEI4	4.0
IRAK1BP1	33.0
PHIP	381.0
HMGN3	1484.0
LCA5	44.0
SH3BGRL2	116.0
ELOVL4	10.0
TTK	41.0
BCKDHB	138.0
TENT5A	81.0
IBTK	241.0
TPBG	414.0
UBE3D	31.0
DOP1A	75.0
PGM3	256.0
RWDD2A	77.0
ME1	48.0
PRSS35	11.0
SNAP91	0.0
RIPPLY2	0.0
CYB5R4	110.0
MRAP2	7.0
CEP162	41.0
TBX18	54.0
NT5E	266.0
SNX14	367.0
SYNCRIP	746.0
HTR1E	0.0
CGA	0.0
ZNF292	331.0
GJB7	2.0
SMIM8	164.0
C6orf163	6.0
CFAP206	25.0
SLC35A1	105.0
RARS2	233.0
ORC3	206.0
AKIRIN2	132.0
SPACA1	0.0
CNR1	2.0
RNGTT	87.0
PNRC1	411.0
SRSF12	3.0
PM20D2	194.0
GABRR1	1.0
GABRR2	8.0
UBE2J1	268.0
RRAGD	181.0
ANKRD6	235.0
LYRM2	272.0
MDN1	130.0
CASP8AP2	136.0
GJA10	0.0
BACH2	29.0
MAP3K7	291.0
EPHA7	1.0
MANEA	158.0
FUT9	0.0
UFL1	208.0
FHL5	2.0
GPR63	31.0
NDUFAF4	278.0
KLHL32	14.0
MMS22L	56.0
POU3F2	1.0
FBXL4	105.0
FAXC	6.0
COQ3	63.0
PNISR	475.0
USP45	37.0
TSTD3	66.0
CCNC	434.0
PRDM13	0.0
MCHR2	0.0
SIM1	0.0
ASCC3	146.0
GRIK2	7.0
HACE1	47.0
LIN28B	0.0
BVES	23.0
POPDC3	4.0
PREP	141.0
PRDM1	38.0
ATG5	374.0
CRYBG1	42.0
RTN4IP1	50.0
QRSL1	60.0
CD24	4862.0
MTRES1	146.0
BEND3	41.0
PDSS2	66.0
SOBP	11.0
SCML4	4.0
SEC63	255.0
OSTM1	178.0
NR2E1	0.0
SNX3	752.0
AFG1L	17.0
FOXO3	252.0
ARMC2	7.0
SESN1	97.0
CEP57L1	41.0
CD164	1185.0
PPIL6	7.0
SMPD2	45.0
MICAL1	111.0
ZBTB24	43.0
AK9	14.0
FIG4	35.0
GPR6	0.0
WASF1	104.0
CDC40	76.0
METTL24	60.0
DDO	26.0
SLC22A16	3.0
CDK19	102.0
AMD1	183.0
GTF3C6	281.0
RPF2	130.0
SLC16A10	60.0
MFSD4B	53.0
REV3L	39.0
TRAF3IP2	35.0
FYN	83.0
CCN6	49.0
TUBE1	74.0
FAM229B	188.0
LAMA4	298.0
RFPL4B	0.0
MARCKS	1309.0
HDAC2	406.0
HS3ST5	1.0
FRK	124.0
NT5DC1	109.0
COL10A1	475.0
TSPYL4	89.0
DSE	281.0
TSPYL1	658.0
CALHM6	44.0
TRAPPC3L	1.0
CALHM5	36.0
CALHM4	0.0
RWDD1	255.0
RSPH4A	2.0
ZUP1	52.0
KPNA5	65.0
FAM162B	9.0
GPRC6A	0.0
RFX6	0.0
VGLL2	0.0
ROS1	0.0
DCBLD1	86.0
GOPC	215.0
NUS1	240.0
SLC35F1	2.0
CEP85L	31.0
PLN	15.0
MCM9	35.0
ASF1A	131.0
FAM184A	1.0
MAN1A1	358.0
TBC1D32	31.0
GJA1	912.0
HSF2	28.0
SERINC1	484.0
PKIB	24.0
FABP7	0.0
SMPDL3A	112.0
CLVS2	0.0
TRDN	12.0
NKAIN2	4.0
RNF217	103.0
TPD52L1	135.0
HDDC2	238.0
HEY2	19.0
NCOA7	117.0
HINT3	171.0
TRMT11	45.0
CENPW	151.0
RSPO3	14.0
RNF146	146.0
ECHDC1	166.0
KIAA0408	4.0
SOGA3	0.0
C6orf58	0.0
THEMIS	1.0
PTPRK	97.0
LAMA2	8.0
ARHGAP18	184.0
TMEM244	0.0
L3MBTL3	30.0
SAMD3	7.0
TMEM200A	31.0
SMLR1	0.0
EPB41L2	154.0
AKAP7	29.0
ARG1	0.0
MED23	104.0
ENPP3	3.0
OR2A4	0.0
CTAGE9	22.0
ENPP1	109.0
CCN2	1063.0
MOXD1	65.0
STX7	181.0
TAAR9	0.0
TAAR8	0.0
TAAR6	0.0
TAAR5	0.0
TAAR2	0.0
TAAR1	0.0
VNN1	18.0
VNN2	31.0
SLC18B1	57.0
RPS12	14019.0
EYA4	31.0
TCF21	11.0
TBPL1	80.0
ENSG00000288529	0.0
SLC2A12	14.0
SGK1	183.0
ALDH8A1	2.0
HBS1L	72.0
MYB	7.0
AHI1	75.0
PDE7B	13.0
MTFR2	13.0
BCLAF1	325.0
MAP7	81.0
MAP3K5	45.0
PEX7	33.0
SLC35D3	36.0
IL20RA	62.0
IL22RA2	0.0
IFNGR1	448.0
OLIG3	0.0
TNFAIP3	119.0
PERP	744.0
ARFGEF3	15.0
PBOV1	0.0
SMIM28	0.0
HEBP2	251.0
NHSL1	27.0
CCDC28A	111.0
ECT2L	0.0
REPS1	35.0
ABRACL	247.0
HECA	84.0
TXLNB	13.0
CITED2	137.0
NMBR	0.0
GJE1	0.0
VTA1	184.0
ADGRG6	5.0
HIVEP2	158.0
AIG1	258.0
ADAT2	23.0
PEX3	52.0
FUCA2	264.0
PHACTR2	210.0
LTV1	90.0
ZC2HC1B	0.0
PLAGL1	86.0
SF3B5	771.0
STX11	20.0
UTRN	143.0
EPM2A	4.0
FBXO30	55.0
SHPRH	64.0
GRM1	0.0
RAB32	158.0
ADGB	1.0
STXBP5	99.0
SAMD5	1.0
SASH1	95.0
UST	14.0
TAB2	224.0
SUMO4	0.0
ZC3H12D	22.0
PPIL4	151.0
GINM1	275.0
KATNA1	68.0
LATS1	109.0
NUP43	115.0
PCMT1	264.0
LRP11	126.0
RAET1E	2.0
RAET1G	1.0
ULBP2	4.0
ULBP1	0.0
RAET1L	0.0
ULBP3	13.0
PPP1R14C	32.0
IYD	0.0
PLEKHG1	120.0
MTHFD1L	157.0
AKAP12	139.0
ZBTB2	41.0
RMND1	39.0
ARMT1	115.0
CCDC170	16.0
ESR1	21.0
SYNE1	75.0
MYCT1	3.0
VIP	0.0
FBXO5	61.0
MTRF1L	72.0
RGS17	23.0
OPRM1	0.0
IPCEF1	2.0
CNKSR3	41.0
SCAF8	153.0
TIAM2	31.0
TFB1M	55.0
CLDN20	0.0
NOX3	0.0
ARID1B	271.0
TMEM242	120.0
ZDHHC14	73.0
SNX9	319.0
SYNJ2	88.0
SERAC1	24.0
GTF2H5	291.0
TULP4	90.0
TMEM181	156.0
DYNLT1	719.0
SYTL3	66.0
EZR	672.0
RSPH3	68.0
TAGAP	4.0
FNDC1	370.0
SOD2	1554.0
WTAP	278.0
ACAT2	125.0
TCP1	519.0
MRPL18	368.0
PNLDC1	1.0
MAS1	2.0
IGF2R	470.0
SLC22A1	4.0
SLC22A2	0.0
SLC22A3	56.0
LPA	3.0
PLG	0.0
MAP3K4	47.0
AGPAT4	50.0
PRKN	3.0
PACRG	6.0
QKI	419.0
C6orf118	0.0
PDE10A	35.0
TBXT	0.0
PRR18	0.0
SFT2D1	368.0
MPC1	182.0
RPS6KA2	42.0
RAMACL	10.0
RNASET2	990.0
CEP43	124.0
CCR6	3.0
GPR31	0.0
UNC93A	6.0
TTLL2	0.0
AFDN	375.0
KIF25	5.0
FRMD1	2.0
DACT2	44.0
SMOC2	229.0
THBS2	3150.0
WDR27	59.0
C6orf120	101.0
PHF10	232.0
DYNLT2	11.0
ERMARD	83.0
DLL1	133.0
FAM120B	87.0
PSMB1	1262.0
TBP	90.0
PDCD2	302.0
FAM20C	547.0
FOXL3	0.0
PDGFA	143.0
PRKAR1B	111.0
DNAAF5	258.0
SUN1	477.0
GET4	28.0
ADAP1	59.0
COX19	144.0
CYP2W1	0.0
C7orf50	629.0
GPR146	36.0
GPER1	45.0
ZFAND2A	185.0
UNCX	0.0
MICALL2	358.0
INTS1	518.0
MAFK	94.0
TMEM184A	100.0
PSMG3	678.0
ELFN1	14.0
MAD1L1	94.0
MRM2	159.0
NUDT1	207.0
SNX8	228.0
EIF3B	838.0
CHST12	98.0
GRIFIN	0.0
LFNG	149.0
BRAT1	276.0
IQCE	95.0
TTYH3	166.0
AMZ1	1.0
GNA12	234.0
CARD11	27.0
SDK1	17.0
FOXK1	300.0
AP5Z1	150.0
RADIL	15.0
PAPOLB	1.0
MMD2	0.0
RBAK	82.0
WIPI2	388.0
SLC29A4	16.0
TNRC18	206.0
FBXL18	65.0
ACTB	8040.0
FSCN1	495.0
RNF216	210.0
OCM	0.0
CCZ1	222.0
RSPH10B	0.0
PMS2	35.0
AIMP2	262.0
EIF2AK1	267.0
ANKRD61	0.0
USP42	116.0
CYTH3	268.0
SAGSIN1	0.0
FAM220A	0.0
RAC1	1152.0
DAGLB	79.0
KDELR2	2591.0
GRID2IP	1.0
ZDHHC4	185.0
INTS15	109.0
ZNF853	139.0
ZNF316	144.0
ZNF12	231.0
RSPH10B2	1.0
CCZ1B	82.0
C1GALT1	267.0
COL28A1	32.0
MIOS	111.0
RPA3	679.0
UMAD1	120.0
GLCCI1	49.0
ICA1	83.0
NXPH1	0.0
NDUFA4	7386.0
PHF14	310.0
THSD7A	4.0
TMEM106B	633.0
VWDE	43.0
ENSG00000226690	1.0
SCIN	33.0
ARL4A	79.0
ETV1	315.0
DGKB	0.0
AGMO	13.0
MEOX2	12.0
CRPPA	21.0
SOSTDC1	5.0
LRRC72	0.0
ANKMY2	76.0
BZW2	281.0
TSPAN13	266.0
AGR2	50.0
AGR3	148.0
AHR	231.0
SNX13	206.0
PRPS1L1	0.0
HDAC9	104.0
TWIST1	117.0
FERD3L	0.0
POLR1F	125.0
TMEM196	0.0
MACC1	110.0
ITGB8	360.0
ABCB5	0.0
SP8	0.0
SP4	87.0
DNAH11	5.0
CDCA7L	156.0
RAPGEF5	84.0
STEAP1B	11.0
IL6	35.0
TOMM7	3324.0
HYCC1	49.0
KLHL7	104.0
NUP42	227.0
GPNMB	1459.0
MALSU1	283.0
IGF2BP3	28.0
TRA2A	391.0
CCDC126	76.0
FAM221A	104.0
STK31	8.0
NPY	11.0
PALS2	49.0
GSDME	43.0
OSBPL3	95.0
CYCS	1468.0
C7orf31	26.0
NPVF	0.0
NFE2L3	74.0
HNRNPA2B1	2648.0
CBX3	1977.0
SNX10	174.0
SKAP2	124.0
HOXA1	7.0
HOXA2	1.0
HOXA3	29.0
HOXA4	10.0
HOXA5	13.0
HOXA6	0.0
HOXA7	3.0
HOXA9	14.0
HOXA10	16.0
HOXA11	5.0
HOXA13	0.0
EVX1	0.0
HIBADH	119.0
TAX1BP1	652.0
JAZF1	83.0
CREB5	26.0
TRIL	99.0
CPVL	437.0
CHN2	31.0
PRR15	87.0
WIPF3	5.0
SCRN1	198.0
FKBP14	152.0
PLEKHA8	66.0
MTURN	89.0
ZNRF2	121.0
NOD1	52.0
GGCT	251.0
GARS1	218.0
CRHR2	1.0
INMT	10.0
MINDY4	27.0
AQP1	257.0
GHRHR	0.0
ADCYAP1R1	3.0
NEUROD6	0.0
ITPRID1	0.0
PPP1R17	0.0
PDE1C	2.0
LSM5	608.0
AVL9	174.0
KBTBD2	153.0
FKBP9	325.0
NT5C3A	89.0
RP9	52.0
BBS9	37.0
BMPER	4.0
NPSR1	0.0
DPY19L1	166.0
TBX20	0.0
HERPUD2	194.0
SEPTIN7	850.0
EEPD1	66.0
MATCAP2	54.0
ANLN	69.0
AOAH	35.0
ELMO1	35.0
GPR141	9.0
NME8	5.0
SFRP4	2375.0
EPDR1	171.0
STARD3NL	296.0
TARP	0.0
AMPH	13.0
VPS41	231.0
POU6F2	0.0
YAE1	107.0
RALA	416.0
CDK13	223.0
MPLKIP	399.0
SUGCT	88.0
INHBA	396.0
GLI3	104.0
C7orf25	77.0
PSMA2	1367.0
MRPL32	435.0
HECW1	4.0
STK17A	145.0
COA1	422.0
BLVRA	336.0
MRPS24	857.0
URGCP	144.0
UBE2D4	55.0
SPDYE1	0.0
DBNL	524.0
PGAM2	41.0
POLM	132.0
AEBP1	4257.0
POLD2	355.0
MYL7	0.0
GCK	6.0
YKT6	219.0
CAMK2B	9.0
NUDCD3	213.0
NPC1L1	4.0
DDX56	257.0
TMED4	531.0
OGDH	333.0
ZMIZ2	215.0
PPIA	9680.0
H2AZ2	1051.0
PURB	335.0
MYO1G	37.0
CCM2	242.0
NACAD	19.0
TBRG4	377.0
RAMP3	32.0
ADCY1	8.0
CCDC201	0.0
IGFBP1	14.0
IGFBP3	1760.0
TNS3	287.0
PKD1L1	4.0
HUS1	93.0
SUN3	3.0
C7orf57	2.0
UPP1	406.0
ABCA13	7.0
CDC14C	0.0
VWC2	1.0
ZPBP	0.0
SPATA48	0.0
IKZF1	29.0
FIGNL1	37.0
DDC	1.0
GRB10	93.0
COBL	27.0
POM121L12	0.0
VSTM2A	0.0
SEC61G	1279.0
EGFR	84.0
LANCL2	40.0
VOPP1	302.0
SEPTIN14	0.0
ZNF713	8.0
NIPSNAP2	287.0
MRPS17	168.0
PSPH	54.0
CCT6A	450.0
SUMF2	284.0
PHKG1	28.0
CHCHD2	4192.0
NUPR2	71.0
ZNF479	0.0
ZNF716	0.0
ZNF722	0.0
ZNF727	8.0
ZNF735	0.0
ZNF679	0.0
ZNF736	186.0
ZNF680	114.0
ZNF107	119.0
ZNF138	81.0
ZNF273	74.0
ZNF117	116.0
ERV3-1	55.0
ZNF92	138.0
VKORC1L1	282.0
GUSB	283.0
ASL	244.0
CRCP	106.0
TPST1	155.0
KCTD7	59.0
RABGEF1	124.0
TMEM248	568.0
SBDS	165.0
TYW1	82.0
SPDYE21	0.0
AUTS2	140.0
GALNT17	7.0
CALN1	0.0
TYW1B	8.0
POM121	114.0
TRIM74	1.0
SPDYE8	0.0
SPDYE11	0.0
SPDYE9	0.0
SPDYE10	0.0
NSUN5	236.0
TRIM50	4.0
FKBP6	2.0
FZD9	4.0
BAZ1B	137.0
BCL7B	140.0
TBL2	273.0
MLXIPL	61.0
VPS37D	125.0
DNAJC30	95.0
BUD23	661.0
STX1A	28.0
ABHD11	355.0
CLDN3	1865.0
CLDN4	1170.0
METTL27	38.0
TMEM270	7.0
ELN	153.0
LIMK1	126.0
EIF4H	1465.0
LAT2	45.0
RFC2	100.0
CLIP2	37.0
GTF2IRD1	195.0
GTF2I	162.0
NCF1	4.0
GTF2IRD2	38.0
SPDYE12	0.0
CASTOR2	97.0
RCC1L	227.0
GTF2IRD2B	14.0
SPDYE13	0.0
SPDYE14	0.0
SPDYE15	0.0
TRIM73	8.0
POM121C	164.0
SPDYE5	0.0
HIP1	103.0
CCL26	13.0
CCL24	4.0
RHBDD2	285.0
POR	510.0
TMEM120A	244.0
STYXL1	162.0
MDH2	1051.0
SRRM3	11.0
HSPB1	2031.0
YWHAG	480.0
SSC4D	55.0
ZP3	22.0
DTX2	135.0
UPK3B	156.0
SPDYE16	0.0
POMZP3	27.0
SPDYE17	0.0
SPDYE18	3.0
CCDC146	42.0
FGL2	56.0
GSAP	63.0
PTPN12	430.0
RSBN1L	148.0
TMEM60	202.0
PHTF2	392.0
MAGI2	34.0
GNAI1	88.0
CD36	62.0
GNAT3	0.0
SEMA3C	634.0
HGF	20.0
CACNA2D1	34.0
PCLO	16.0
SEMA3E	64.0
SEMA3A	47.0
SEMA3D	152.0
GRM3	0.0
ELAPOR2	78.0
DMTF1	231.0
TMEM243	165.0
CROT	76.0
ABCB4	1.0
ABCB1	4.0
RUNDC3B	0.0
SLC25A40	119.0
DBF4	110.0
ADAM22	18.0
SRI	1098.0
STEAP4	28.0
ZNF804B	0.0
TEX47	0.0
STEAP1	164.0
STEAP2	95.0
CFAP69	35.0
FAM237B	0.0
GTPBP10	89.0
CLDN12	261.0
CDK14	150.0
PTTG1IP2	0.0
FZD1	377.0
MTERF1	91.0
AKAP9	388.0
CYP51A1	299.0
LRRD1	0.0
KRIT1	91.0
ANKIB1	302.0
GATAD1	386.0
ERVW-1	0.0
PEX1	85.0
RBM48	52.0
FAM133B	190.0
CDK6	80.0
SAMD9	49.0
SAMD9L	126.0
HEPACAM2	0.0
VPS50	101.0
CALCR	2.0
GNGT1	8.0
TFPI2	156.0
GNG11	300.0
BET1	219.0
COL1A2	23248.0
CASD1	96.0
SGCE	418.0
PEG10	408.0
PPP1R9A	118.0
PON1	15.0
PON3	0.0
PON2	1044.0
ASB4	0.0
PDK4	167.0
DYNC1I1	5.0
SLC25A13	182.0
SEM1	1646.0
DLX6	0.0
DLX5	4.0
SDHAF3	157.0
TAC1	0.0
ASNS	3.0
OCM2	0.0
LMTK2	110.0
BHLHA15	5.0
TECPR1	56.0
BRI3	825.0
BAIAP2L1	218.0
NPTX2	24.0
TMEM130	9.0
TRRAP	183.0
SMURF1	71.0
KPNA7	0.0
ARPC1A	518.0
ARPC1B	1386.0
PDAP1	620.0
BUD31	938.0
PTCD1	86.0
CPSF4	143.0
ATP5MF	3457.0
ZNF789	86.0
ZNF394	76.0
ZKSCAN5	55.0
FAM200A	70.0
ZNF655	363.0
TMEM225B	2.0
ZSCAN25	57.0
CYP3A5	30.0
CYP3A7	0.0
CYP3A4	0.0
CYP3A43	1.0
OR2AE1	0.0
TRIM4	85.0
GJC3	1.0
AZGP1	0.0
ZKSCAN1	303.0
ZSCAN21	50.0
ZNF3	122.0
COPS6	574.0
MCM7	460.0
AP4M1	167.0
TAF6	141.0
CNPY4	87.0
MBLAC1	12.0
LAMTOR4	2947.0
TRAPPC14	33.0
GAL3ST4	44.0
GPC2	6.0
STAG3	1.0
PVRIG	3.0
SPDYE3	0.0
PILRB	265.0
PILRA	102.0
ZCWPW1	28.0
MEPCE	205.0
PPP1R35	260.0
SPACDR	8.0
TSC22D4	225.0
ENSG00000289760	0.0
NYAP1	6.0
AGFG2	36.0
SAP25	63.0
LRCH4	148.0
FBXO24	1.0
PCOLCE	585.0
MOSPD3	89.0
TFR2	3.0
ACTL6B	0.0
GNB2	1073.0
GIGYF1	32.0
POP7	431.0
EPO	1.0
ZAN	0.0
EPHB4	118.0
SLC12A9	126.0
TRIP6	505.0
SRRT	184.0
UFSP1	42.0
ACHE	1.0
MUC3A	0.0
MUC12	10.0
MUC17	0.0
TRIM56	230.0
SERPINE1	1812.0
AP1S1	561.0
VGF	0.0
NAT16	0.0
MOGAT3	2.0
PLOD3	242.0
ZNHIT1	1326.0
CLDN15	44.0
FIS1	2036.0
IFT22	237.0
COL26A1	19.0
MYL10	0.0
CUX1	361.0
SH2B2	14.0
SPDYE6	0.0
PRKRIP1	189.0
ORAI2	213.0
ALKBH4	89.0
LRWD1	58.0
POLR2J	795.0
RASA4B	16.0
UPK3BL2	63.0
SPDYE2	0.0
POLR2J3	43.0
RASA4	8.0
UPK3BL1	202.0
SPDYE2B	0.0
POLR2J2	13.0
FAM185A	36.0
FBXL13	9.0
LRRC17	22.0
ARMC10	346.0
NAPEPLD	55.0
PMPCB	382.0
DNAJC2	199.0
PSMC2	491.0
SLC26A5	0.0
RELN	5.0
ORC5	74.0
LHFPL3	0.0
KMT2E	478.0
ENSG00000289360	0.0
ENSG00000288914	0.0
SRPK2	228.0
PUS7	73.0
RINT1	144.0
EFCAB10	0.0
ATXN7L1	26.0
CDHR3	3.0
SYPL1	942.0
NAMPT	683.0
CCDC71L	337.0
PIK3CG	42.0
PRKAR2B	41.0
HBP1	454.0
COG5	99.0
GPR22	0.0
DUS4L	56.0
BCAP29	225.0
SLC26A4	0.0
CBLL1	130.0
SLC26A3	0.0
DLD	383.0
LAMB1	750.0
LAMB4	0.0
NRCAM	176.0
PNPLA8	109.0
THAP5	135.0
DNAJB9	220.0
IMMP2L	47.0
LRRN3	3.0
DOCK4	134.0
ZNF277	81.0
IFRD1	174.0
ENSG00000288634	0.0
LSMEM1	9.0
TMEM168	94.0
BMT2	49.0
GPR85	12.0
SMIM30	167.0
PPP1R3A	0.0
FOXP2	4.0
MDFIC	135.0
TFEC	41.0
TES	256.0
CAV2	162.0
CAV1	210.0
MET	26.0
CAPZA2	478.0
ST7	40.0
WNT2	6.0
CFTR	85.0
ASZ1	0.0
CTTNBP2	106.0
LSM8	414.0
ANKRD7	2.0
KCND2	11.0
TSPAN12	324.0
ING3	73.0
CPED1	18.0
WNT16	0.0
FAM3C	703.0
PTPRZ1	2.0
AASS	29.0
FEZF1	0.0
CADPS2	17.0
RNF133	0.0
RNF148	0.0
TAS2R16	0.0
SLC13A1	0.0
IQUB	1.0
NDUFA5	460.0
ASB15	0.0
LMOD2	0.0
WASL	227.0
HYAL4	0.0
SPAM1	0.0
TMEM229A	0.0
SSU72L6	0.0
GPR37	2.0
POT1	40.0
GRM8	0.0
ZNF800	67.0
GCC1	33.0
ARF5	264.0
FSCN3	0.0
PAX4	0.0
SND1	255.0
LRRC4	17.0
LEP	2.0
RBM28	106.0
PRRT4	1.0
IMPDH1	57.0
HILPDA	190.0
METTL2B	57.0
GARIN1A	6.0
GARIN1B	0.0
CALU	1125.0
OPN1SW	0.0
CCDC136	1.0
FLNC	170.0
KCP	12.0
ATP6V1F	637.0
ATP6V1FNB	0.0
IRF5	34.0
TNPO3	55.0
TSPAN33	25.0
SMO	77.0
AHCYL2	29.0
STRIP2	2.0
SMKR1	11.0
NRF1	53.0
UBE2H	363.0
ZC3HC1	39.0
KLHDC10	154.0
TMEM209	142.0
SSMEM1	0.0
CPA2	1.0
CPA4	2.0
CPA5	4.0
CPA1	1.0
CEP41	56.0
MEST	734.0
COPG2	37.0
TSGA13	1.0
KLF14	1.0
MKLN1	134.0
PODXL	295.0
PLXNA4	23.0
CHCHD3	167.0
EXOC4	155.0
LRGUK	3.0
SLC35B4	71.0
AKR1B1	231.0
AKR1B10	0.0
AKR1B15	1.0
BPGM	33.0
CALD1	1314.0
AGBL3	0.0
CYREN	194.0
TMEM140	89.0
WDR91	199.0
STRA8	3.0
CNOT4	61.0
NUP205	90.0
STMP1	687.0
SLC13A4	1.0
FAM180A	13.0
MTPN	497.0
CHRM2	0.0
PTN	44.0
DGKI	4.0
CREB3L2	219.0
